Genres_04_nouns.csv
Unique nouns: 498, Total nouns: 1271
Total time: Uncomputed,Cost per noun: Uncomputed
chex,"['The first advergames were distributed on floppy disk by the Chef Boyardee , Coca-Cola , and Samsung brands, [65] while the first cereal box advergame was Chex Quest in 1996.']",1
quest,"['The first advergames were distributed on floppy disk by the Chef Boyardee , Coca-Cola , and Samsung brands, [65] while the first cereal box advergame was Chex Quest in 1996.']",1
majority,['The majority of advergames are found online and mostly include simple and cheaply made Flash games.'],1
flash,['The majority of advergames are found online and mostly include simple and cheaply made Flash games.'],1
pepsiman,"['Some advergames were released to consoles, like Pepsiman for Sony PlayStation.']",1
sony,"['Some advergames were released to consoles, like Pepsiman for Sony PlayStation.']",1
playstation,"['Some advergames were released to consoles, like Pepsiman for Sony PlayStation.']",1
art,"['Main article: Art game\n\nArt games are designed so as to emphasize art or whose structures are intended to produce some kind of non- ludological reaction in its audience.', 'Art games typically go out of their way to have a unique, unconventional look, often standing out for aesthetic beauty or complexity in design.', 'Modified games created for artistic purposes are sometimes referred to as "" videogame art .""']",5
structure,"['Main article: Art game\n\nArt games are designed so as to emphasize art or whose structures are intended to produce some kind of non- ludological reaction in its audience.', 'Games with open or free-roaming worlds typically lack level structures like walls and locked doors, or the invisible walls in more open areas that prevent the player from venturing beyond them; only at the bounds of an open-world game will players be limited by geographic features like vast oceans or impassible mountains.']",2
reaction,"['Main article: Art game\n\nArt games are designed so as to emphasize art or whose structures are intended to produce some kind of non- ludological reaction in its audience.', 'These games are often targeted at the ""hardcore"" gaming audience, and are usually first-person shooter games, requiring twitch-based reaction speed and coordination, or real-time strategy games, requiring high levels of strategic macro- and micromanagement, or MOBAs , requiring both.']",2
audience,"['Main article: Art game\n\nArt games are designed so as to emphasize art or whose structures are intended to produce some kind of non- ludological reaction in its audience.', 'These games are often targeted at the ""hardcore"" gaming audience, and are usually first-person shooter games, requiring twitch-based reaction speed and coordination, or real-time strategy games, requiring high levels of strategic macro- and micromanagement, or MOBAs , requiring both.']",2
way,"['Art games typically go out of their way to have a unique, unconventional look, often standing out for aesthetic beauty or complexity in design.']",1
look,"['Art games typically go out of their way to have a unique, unconventional look, often standing out for aesthetic beauty or complexity in design.']",1
beauty,"['Art games typically go out of their way to have a unique, unconventional look, often standing out for aesthetic beauty or complexity in design.']",1
complexity,"['Art games typically go out of their way to have a unique, unconventional look, often standing out for aesthetic beauty or complexity in design.', ""It provided a graph of the genres along the axes of 'immediacy' vs 'complexity', with an 'ideal-zone' for gameplay that covered and linked adventure and action games.""]",2
