VideoGameGenres_01_nouns.csv
Unique nouns: 721, Total nouns: 1477
Total time: Uncomputed,Cost per noun: Uncomputed
a court,"[""E-sports athletes are essentially the Lebron James's of their profession, but instead of dunking on opponents on a court, they're outwitting, outmaneuvering and outplaying their opponents in virtual worlds.""]",1
their opponents,"[""E-sports athletes are essentially the Lebron James's of their profession, but instead of dunking on opponents on a court, they're outwitting, outmaneuvering and outplaying their opponents in virtual worlds.""]",1
virtual worlds,"[""E-sports athletes are essentially the Lebron James's of their profession, but instead of dunking on opponents on a court, they're outwitting, outmaneuvering and outplaying their opponents in virtual worlds.""]",1
thousand,"['Thousands of screaming fans pack the arena to root on their teams who are sitting on stage clicking away for a chance at a title, while millions more watch online around the world.']",1
team,"['Thousands of screaming fans pack the arena to root on their teams who are sitting on stage clicking away for a chance at a title, while millions more watch online around the world.', ""With a growing fanbase that will rival any professional sport on earth, it's no wonder that cultural icons and savvy investors, like basketball legend Michael Jordan, rapper Drake and Dallas Cowboys owner Jerry Jones, all own at least partial stakes in e-sports teams."", 'It took a team of extraordinarily talented video game designers months, even years, to create all the dimensions that a user encounters when playing a game.']",3
stage,"['Thousands of screaming fans pack the arena to root on their teams who are sitting on stage clicking away for a chance at a title, while millions more watch online around the world.']",2
chance,"['Thousands of screaming fans pack the arena to root on their teams who are sitting on stage clicking away for a chance at a title, while millions more watch online around the world.']",1
title,"['Thousands of screaming fans pack the arena to root on their teams who are sitting on stage clicking away for a chance at a title, while millions more watch online around the world.', ""Born from humble beginnings, today's gaming sector is ready to take on any other in tech for the title of the most innovative industry.""]",2
million,"['Thousands of screaming fans pack the arena to root on their teams who are sitting on stage clicking away for a chance at a title, while millions more watch online around the world.', 'This invention has allowed millions of streamers to gain a fanbase, interact with one another and monetize their gaming skills.', 'Today, Xbox and Playstation have become the two most popular consoles, offering millions of players the ability to experience the latest in gaming technology.']",3
thousands,"['Thousands of screaming fans pack the arena to root on their teams who are sitting on stage clicking away for a chance at a title, while millions more watch online around the world.']",1
screaming fans,"['Thousands of screaming fans pack the arena to root on their teams who are sitting on stage clicking away for a chance at a title, while millions more watch online around the world.']",1
the arena,"['Thousands of screaming fans pack the arena to root on their teams who are sitting on stage clicking away for a chance at a title, while millions more watch online around the world.']",1
their teams,"['Thousands of screaming fans pack the arena to root on their teams who are sitting on stage clicking away for a chance at a title, while millions more watch online around the world.']",1
a chance,"['Thousands of screaming fans pack the arena to root on their teams who are sitting on stage clicking away for a chance at a title, while millions more watch online around the world.']",1
a title,"['Thousands of screaming fans pack the arena to root on their teams who are sitting on stage clicking away for a chance at a title, while millions more watch online around the world.']",1
millions,"['Thousands of screaming fans pack the arena to root on their teams who are sitting on stage clicking away for a chance at a title, while millions more watch online around the world.', 'This invention has allowed millions of streamers to gain a fanbase, interact with one another and monetize their gaming skills.', 'Today, Xbox and Playstation have become the two most popular consoles, offering millions of players the ability to experience the latest in gaming technology.']",3
