737_Pilot_Operating_Manual_nouns.csv
Unique nouns: 1302, Total nouns: 32999
Total time: 1946.541 sec,Cost per noun: 58.988 ms
when armed,"['When ARMED,. .']",50
the light,"['the lights will illuminate automatically.', 'the lights are illuminated immediately.. . . .', ' STAB OUT OF TRIM: Illuminates when the auto-pilot is engaged Every annunciator light on this panel may be illuminated by moving the LIGHTS switch to and a high degree of trim has TEST.']",101
the flight attendant,['The Flight attendant and ground personnel call. .'],50
ground personnel call,['The Flight attendant and ground personnel call. .'],50
button,"['buttons are located on this panel.', ""Select the B737-800 from the flight menu, and click on the \\xe2\\x80\\x98Customize' button, followed by the \\xe2\\x80\\x98Weight, Balance & Fuel' button.""]",51
fasten safety belt switch,['FASTEN SAFETY BELTS switch.. . . .'],50
a rotary control,['A rotary control exists at the bottom of the panel. .'],50
the windshield wiper,"['to control the windshield wipers.. .', 'to control the windshield wipers.. . . .']",50
cabin pressurization,['Cabin Pressurization 12.'],1
the aft overhead panel,"[""The aft overhead panel comprises a collection of smaller panels that manage the aircraft's electrical, pneumatic, lighting, pressurization, engine start, and other systems.""]",1
the activation status,['This panel is used to control the activation status. .'],48
the emergency locator transmitter,['of the Emergency Locator Transmitter (ELT).. . . .'],48
the guard ) arm position,"['When in the (guarded) ARM position, the ELT will. .']",48
an impact,['activate automatically in the event an impact is. .'],48
the annunciator,"['The annunciator is illuminated when the ELT is. .', 'The annunciator illuminates if the passenger. .']",94
the elt,['The annunciator is illuminated when the ELT is. .'],48
a single switch,['This panel contains a single switch used to control. .'],48
the overhead,"[""the overhead cockpit \\xe2\\x80\\x98dome' lighting.. ."", ""the overhead cockpit \\xe2\\x80\\x98dome' lighting.. . . .""]",48
\xe2\x80\x98dome,"[""the overhead cockpit \\xe2\\x80\\x98dome' lighting.. ."", ""the overhead cockpit \\xe2\\x80\\x98dome' lighting.. . . .""]",48
the active mic,"['This panels controls the active mic, and active. .']",47
audio source,['audio source.. . . .'],47
the button,"['The buttons along the top of the panel activate or. .', ""The illuminated \\xe2\\x80\\x98rotaries' below the buttons. ."", '  Current time is displayed in UTC, or local (controlled by the button at the upper-right).', '  Use the buttons marked VHF1/VHF2/VHF3 to connect the panel to the associated VHF radio.']",96
the panel activate,['The buttons along the top of the panel activate or. .'],47
the associated mic,['deactivate the associated mics.'],47
example,"['For example,. .', 'For example, clicking the toggle below the. .']",94
the vhf1 button,['clicking the VHF1 button to ON will activate the. .'],47
on,"['clicking the VHF1 button to ON will activate the. .', 'When ON is. .', 'system deploys automatically) and ON. .', 'ON AFT & FWD FUEL PUMPS 2']",160
the vhf 1 pilot-side ) radio,['mic connected to the VHF 1 (pilot-side) radio.. . . .'],47
the illuminated \xe2\x80\x98rotarie,"[""The illuminated \\xe2\\x80\\x98rotaries' below the buttons. .""]",47
toggle switch,"['behave as toggle switches, and are used to. .']",47
activate,"['activate, or deactivate the associated audio. .']",47
the associated audio,"['activate, or deactivate the associated audio. .']",47
the toggle,"['For example, clicking the toggle below the. .']",47
vhf1 button,['VHF1 button will activate audio from the VHF 1. .'],47
the vhf,['VHF1 button will activate audio from the VHF 1. .'],47
pilot-side ) radio,['(pilot-side) radio.. . . .'],47
the electronic engine control,['This panel controls the Electronic Engine Control. .'],47
system mode,['system mode.. . . .'],47
the \xe2\x80\x98engine control ' annunciator,"[""The \\xe2\\x80\\x98Engine Control' annunciators illuminate when. .""]",47
a malfunction,['a malfunction is detected in the electronic engine. .'],47
the electronic engine,['a malfunction is detected in the electronic engine. .'],47
the flight condition datum,"['control system, or the flight conditions data. .']",47
this system,['required by this system is compromised.. . . .'],47
the eec button,['The EEC buttons provide control over the. .'],47
electronic engine control system,['Electronic Engine Control system.'],47
the current flight condition,"['selected, this engages NORMAL mode \\xe2\\x80\\x93 the EEC. . uses the current flight conditions (temperature,. .']",47
other datum,['pressure and other data) to protect from. .'],47
the redline value,['exceeding the redline value for N1 (the low-. .'],47
n1,"['exceeding the redline value for N1 (the low-. .', 'The N1 SET rotary controls the maximum throttle setting (as a percentage of N1) that may be used by the auto-throttle in TOGA (Take-Off and Go Around) situations.']",48
pressure compressor fan,['pressure compressor fan).'],47
altn,['In ALTN (alternate). .'],47
the eec,"['mode, the EEC uses the last valid flight conditions. .']",47
the last valid flight condition,"['mode, the EEC uses the last valid flight conditions. .']",47
this task,['this task.. . . .'],47
\xe2\x80\x98reverser ' annunciator,"[""\\xe2\\x80\\x98Reverser' annunciators illuminate temporarily. .""]",47
the thrust-reverser,['when the thrust-reverser retracts back to the. .'],47
position,"['stowed position.', 'When in the NORMAL (guarded) position, the. .', 'position to disengage.. .']",128
the annunciate,['The annunciates illuminate. .'],47
the thrust-,['permanently when a malfunction in the thrust-. .'],47
reverser,['reversers is detected.. . . .'],47
the flight data recorder,['This panel controls the flight data recorder.. . . .'],46
the normal,"['When in the NORMAL (guarded) position, the. .']",46
flight recorder,"['flight recorder operates anytime the engines are. .', 'Flight Recorder 6.']",47
the test position,"['When in the TEST position, the flight recorder. . operates regardless of engine status.. .']",46
engine status,"['When in the TEST position, the flight recorder. . operates regardless of engine status.. .']",46
the crew oxygen gauge,['The CREW OXYGEN gauge indicates the. .'],46
the crew oxygen cylinder,"['pressure available in the crew oxygen cylinder,. .']",46
supplemental oxygen,['which provides supplemental oxygen in the event.'],46
a pressurization failure,['of a pressurization failure.. . . .'],46
if the passenger,['The annunciator illuminates if the passenger. .'],46
supplemental oxygen system,"['supplemental oxygen system has deployed.. . . .', '(supplemental oxygen system deploys. .']",92
the passenger oxygen guard switch,['The PASSENGER OXYGEN guarded switch has. .'],46
two mode \xe2\x80\x93,['two modes \\xe2\\x80\\x93 NORMAL (supplemental oxygen. .'],46
a separate set,['A separate set of annunciators that indicate the. .'],46
annunciator,"['A separate set of annunciators that indicate the. .', 'Annunciators']",47
status,['status of the landing gear - to provide redundancy. .'],46
redundancy,"['status of the landing gear - to provide redundancy. .', 'This instrument provides redundancy in the event of a failure of the primary EADI and EHSI and combines the functions of both into a single unit.']",47
main instrument panel,['main instrument panel) fail.. .'],46
oxygen,['Oxygen 7.'],1
redundant landing gear annunciators,['Redundant Landing Gear Annunciators 27  . . .'],1
primary instrument panels electronic attitude director indicator,['Primary Instrument Panels Electronic Attitude Director Indicator (EADI)'],1
