737_Pilot_Operating_Manual_nouns.csv
Unique nouns: 1451,Total nouns: 2296
Total time: 14.537 sec,Cost per noun: 6.332 ms
a percentage,"['31 Electronic Attitude Director Indicator (EADI) Components 1 Mach Number Airspeed expressed as a percentage of the speed of sound (Mach-1).', '37 Center Panel Multi-Function Panel The N1 SET rotary controls the maximum throttle setting (as a percentage of N1) that may be used by the auto-throttle in TOGA (Take-Off and Go Around) situations.', 'Measured by an external probe 2 N1 N1 Fan rotation speed, as a percentage of maximum 3 EGT Exhaust Gas Temperature 4 FF Fuel Flow (in lbs.', '40 Lower EICAS (Engine Indications and Crew Alerting System) Display 1 N2 N2 Fan rotation speed, as a percentage of maximum 2 FF Fuel Flow (in lbs.']",4
the speed,"['31 Electronic Attitude Director Indicator (EADI) Components 1 Mach Number Airspeed expressed as a percentage of the speed of sound (Mach-1).', '3 C/O Toggle Toggles the IAS / MACH display units between Knots and Mach-number 4 IAS / MACH Display When used in conjunction with the Speed Button, and Auto-Throttle, the autopilot and Rotary will govern the speed according to this value.', 'ARM the Speed Brakes 52 Tune the ILS on both NAV1 and NAV2 receivers Set the ILS front course on both CRS1 and CRS2 selectors Check both Flight Director switches (FD1 and FD2)']",3
sound,['31 Electronic Attitude Director Indicator (EADI) Components 1 Mach Number Airspeed expressed as a percentage of the speed of sound (Mach-1).'],1
mach-1,['31 Electronic Attitude Director Indicator (EADI) Components 1 Mach Number Airspeed expressed as a percentage of the speed of sound (Mach-1).'],1
2 fmc,['2 FMC SPD Aircraft speed is controlled by the FMC (Flight Management Computer)'],1
spd aircraft speed,['2 FMC SPD Aircraft speed is controlled by the FMC (Flight Management Computer)'],1
the fmc,"['2 FMC SPD Aircraft speed is controlled by the FMC (Flight Management Computer)', 'In the real aircraft, this button causes the auto-throttles 21 N1 Button to advance to a pre-defined limit N1 (turbine) limit expressed using the FMC.']",2
flight management computer,['2 FMC SPD Aircraft speed is controlled by the FMC (Flight Management Computer)'],1
3 lnav,['3 LNAV'],1
lnav,['LNAV (Lateral Navigation Mode) engaged.'],1
lateral navigation mode,['LNAV (Lateral Navigation Mode) engaged.'],1
the autopilot,"['The autopilot will steer the aircraft laterally according to the programmed flight plan.', 'The autopilot will manage altitude according to the programmed flight plan.', '5 Altitude Pre-Set Pre-set altitude at which the autopilot will level off.', 'Heading Bug Sets the desired heading for the autopilot (when in the appropriate mode).', '2 Current Magnetic Heading 3 Heading Bug Sets the desired heading for the autopilot (when in the appropriate mode).', '2 Auto Throttle Switch When Auto Throttle is engaged, the autopilot has command of the throttles, and will govern the airspeed according to the value indicated by the IAS / MACH Display.', '3 C/O Toggle Toggles the IAS / MACH display units between Knots and Mach-number 4 IAS / MACH Display When used in conjunction with the Speed Button, and Auto-Throttle, the autopilot and Rotary will govern the speed according to this value.', 'When Heading-Select mode is engaged, the autopilot will steer the aircraft according to the value displayed here.', 'The autopilot will follow the lateral components of your flight plan.', 'When Altitude Hold is engaged, the autopilot will immediately level-off, and the 8 Altitude Display and level-off altitude will be displayed here.', 'Rotary When Vertical Speed mode is engaged, the autopilot will ascend, or descend at the desired rate, until reaching the altitude displayed here, at which point it will level-off.', '9 Vertical Speed When VS (Vertical Speed) Mode is engaged, the autopilot will govern the rate of Display and Rotary ascent, or descent, according to this value.', 'The CMD buttons are used to engage the autopilot, noting there are two separate and identical systems - A, and B. Note that, after engaging the autopilot, the desired mode must still be selected subsequently.', 'The CWS buttons are used to engage Control Wheel Steering mode, whereby the autopilot will allow the pilot to make inputs using the control wheel, after which it will hold the resulting attitude.', '13 Autopilot Disengage Click this button to disengage the autopilot and return full manual control to the flight crew.', 'Used in conjunction with the 14 VS Button auto-throttle, the autopilot will govern the rate of ascent, or descent, according to the value indicated by the Vertical Speed Display.', 'The autopilot will level-off and hold the current altitude.', 'The autopilot will steer the 16 VOR / LOC Button aircraft laterally to intercept and track the VOR radial, or ILS localizer that is selected via the active Nav radio.', 'The autopilot will steer according to the Heading Display / EHSI heading bug.', 'Used in conjunction with the 19 LVL CHG Button auto-throttle, the autopilot will maintain the current airspeed while ascending, or descending to the selected altitude.', 'Used in conjunction with the auto-throttle, the autopilot will maintain airspeed according to the IAS / MACH Display.']",22
the program flight plan,"['The autopilot will steer the aircraft laterally according to the programmed flight plan.', 'The autopilot will manage altitude according to the programmed flight plan.']",2
4 vnav vnav,['4 VNAV VNAV (Vertical Navigation Mode) engaged.'],1
vertical navigation mode,['4 VNAV VNAV (Vertical Navigation Mode) engaged.'],1
altitude,['The autopilot will manage altitude according to the programmed flight plan.'],1
5 altitude,['5 Altitude Pre-Set Pre-set altitude at which the autopilot will level off.'],1
pre-set pre-set altitude,['5 Altitude Pre-Set Pre-set altitude at which the autopilot will level off.'],1
32   6 altitude scale flight director 7 horizontal deviation,"['32  6 Altitude Scale Flight Director 7 Horizontal Deviation When the aircraft is following a flight-plan, or according to a navigation aid, this bar informs the pilot to climb, or descend, to intercept the desired altitude.']",1
a flight-plan,"['32  6 Altitude Scale Flight Director 7 Horizontal Deviation When the aircraft is following a flight-plan, or according to a navigation aid, this bar informs the pilot to climb, or descend, to intercept the desired altitude.', 'When the aircraft is following a flight-plan, or according to a navigation aid, this Deviation Bar bar informs the pilot to steer left, or right, to intercept the desired track.']",2
a navigation aid,"['32  6 Altitude Scale Flight Director 7 Horizontal Deviation When the aircraft is following a flight-plan, or according to a navigation aid, this bar informs the pilot to climb, or descend, to intercept the desired altitude.', 'When the aircraft is following a flight-plan, or according to a navigation aid, this Deviation Bar bar informs the pilot to steer left, or right, to intercept the desired track.']",2
this bar,"['32  6 Altitude Scale Flight Director 7 Horizontal Deviation When the aircraft is following a flight-plan, or according to a navigation aid, this bar informs the pilot to climb, or descend, to intercept the desired altitude.']",1
the desire altitude,"['32  6 Altitude Scale Flight Director 7 Horizontal Deviation When the aircraft is following a flight-plan, or according to a navigation aid, this bar informs the pilot to climb, or descend, to intercept the desired altitude.']",1
8 current altitude,"['Bar 8 Current Altitude 9 ILS Vertical Deviation Displays the extent of any vertical deviation above, or below the desired ILS glide Scale slope.']",1
vertical deviation,"['Bar 8 Current Altitude 9 ILS Vertical Deviation Displays the extent of any vertical deviation above, or below the desired ILS glide Scale slope.']",1
the extent,"['Bar 8 Current Altitude 9 ILS Vertical Deviation Displays the extent of any vertical deviation above, or below the desired ILS glide Scale slope.']",1
